id,config_id,title,type,parent_id,explanation,sort_order
7ebbc047_u10_t1_s1,7ebbc047,"IN: match column value against a list (e.g., brand IN (...))",subtopic,7ebbc047_u10_t1,,1
7ebbc047_u10_t1_s2,7ebbc047,"BETWEEN: inclusive range checks (e.g., price BETWEEN v1 AND v2)",subtopic,7ebbc047_u10_t1,,2
7ebbc047_u10_t1_s3,7ebbc047,"Common mistakes: reversed range bounds, type mismatches",subtopic,7ebbc047_u10_t1,,3
7ebbc047_u10_t1_s4,7ebbc047,Practice: ratings BETWEEN 4.3 AND 4.8; brand list filters,subtopic,7ebbc047_u10_t1,,4
80335537_u5_t1_s2,80335537,this in regular functions (global/window),subtopic,80335537_u5_t1,,2
7ebbc047_u10_t2,7ebbc047,ORDER BY and DISTINCT,topic,7ebbc047_u10,ORDER BY sorts the result; DISTINCT removes duplicates. These clauses shape the output for presentation and analysis. Example: ORDER BY price ASC gives a price-sorted catalog; DISTINCT category lists each category once.,2
7ebbc047_u10_t2_s1,7ebbc047,ORDER BY: ASC/DESC and multi-column ordering rules,subtopic,7ebbc047_u10_t2,,1
7ebbc047_u10_t2_s2,7ebbc047,"Examples: ORDER BY rating DESC, price ASC; tie-breaking by next column",subtopic,7ebbc047_u10_t2,,2
7ebbc047_u10_t2_s3,7ebbc047,"DISTINCT: return unique values (brands, categories)",subtopic,7ebbc047_u10_t2,,3
7ebbc047_u10_t2_s4,7ebbc047,Practice: sort shirts by rating desc then price asc; list distinct categories,subtopic,7ebbc047_u10_t2,,4
7ebbc047_u10_t3,7ebbc047,Pagination (LIMIT and OFFSET),topic,7ebbc047_u10,"LIMIT restricts how many rows are returned; OFFSET skips a number of rows from the start. Together they implement pagination. Example: LIMIT 10 OFFSET 20 returns rows 21–30, the third page of 10 results per page.",3
7ebbc047_u10_t3_s1,7ebbc047,LIMIT: restrict number of returned rows,subtopic,7ebbc047_u10_t3,,1
7ebbc047_u10_t3_s2,7ebbc047,OFFSET: skip initial rows (use with LIMIT: LIMIT m OFFSET n),subtopic,7ebbc047_u10_t3,,2
7ebbc047_u10_t3_s3,7ebbc047,DBMS notes: SQLite requires OFFSET after LIMIT; OFFSET alone may error,subtopic,7ebbc047_u10_t3,,3
7ebbc047_u10_t3_s4,7ebbc047,Practice: top-rated LIMIT 2; fetch 5 rows starting from 7th row,subtopic,7ebbc047_u10_t3,,4
80335537_u1,80335537,More Modern JS Concepts,unit,,,1
80335537_u1_t1,80335537,Spread Operator,topic,80335537_u1,"The spread operator (...) expands an iterable (array, object, string) into its individual elements. Think of it like unpacking a box. It is great for copying arrays without mutation or merging objects. Example: const copy = [...original] makes a fresh shallow copy of an array without touching the original.",1
80335537_u1_t1_s1,80335537,Arrays: copy,subtopic,80335537_u1_t1,,1
80335537_u1_t1_s2,80335537,Arrays: concatenation,subtopic,80335537_u1_t1,,2
80335537_u1_t1_s3,80335537,Objects: copy,subtopic,80335537_u1_t1,,3
80335537_u1_t1_s4,80335537,Objects: merge,subtopic,80335537_u1_t1,,4
80335537_u1_t1_s5,80335537,Function calls: argument spreading,subtopic,80335537_u1_t1,,5
80335537_u1_t2,80335537,Rest Parameter,topic,80335537_u1,"The rest parameter (...args) collects multiple function arguments into a single array. It is the opposite of spread: instead of expanding, it packs things together. Example: function sum(...nums) lets you call sum(1,2,3,4) and work with nums as a regular array inside the function.",2
80335537_u1_t2_s1,80335537,Packing arguments into an array,subtopic,80335537_u1_t2,,1
80335537_u1_t2_s2,80335537,Array destructuring with rest,subtopic,80335537_u1_t2,,2
80335537_u1_t2_s3,80335537,Object destructuring with rest,subtopic,80335537_u1_t2,,3
80335537_u1_t2_s4,80335537,Rest parameter must be last,subtopic,80335537_u1_t2,,4
80335537_u1_t3,80335537,Default Parameters,topic,80335537_u1,Default parameters let you set a fallback value for a function argument when the caller doesn't provide one (or passes undefined). Example: function greet(name = 'World') { return 'Hello ' + name; } — calling greet() returns 'Hello World'. Makes functions safer and removes the need for manual null checks inside the body.,3
80335537_u1_t3_s1,80335537,Provide default values for function parameters,subtopic,80335537_u1_t3,,1
80335537_u1_t3_s2,80335537,Behavior when arguments are omitted,subtopic,80335537_u1_t3,,2
80335537_u1_t4,80335537,Template Literals,topic,80335537_u1,"Template literals use backtick (`) characters instead of quotes and let you embed variables and expressions directly into strings with ${...}. They also support multiline strings out of the box. Example: const msg = `Hello ${name}, you are ${age} years old!` is far cleaner than concatenation with +.",4
80335537_u1_t4_s1,80335537,Variable interpolation with ${},subtopic,80335537_u1_t4,,1
80335537_u1_t4_s2,80335537,Multiline strings,subtopic,80335537_u1_t4,,2
80335537_u1_t4_s3,80335537,Embedding expressions,subtopic,80335537_u1_t4,,3
80335537_u2,80335537,JS Modules,unit,,,2
80335537_u2_t1,80335537,MERN Stack,topic,80335537_u2,"MERN is an acronym for MongoDB, Express, React, and Node.js — four technologies that together cover the full stack of a web application. The idea is to use JavaScript end-to-end. Example: a todo app with React UI, Express API, and MongoDB storage, all running on Node — one language throughout the stack.",1
80335537_u2_t1_s1,80335537,"Components: MongoDB, Express, React, Node",subtopic,80335537_u2_t1,,1
80335537_u2_t1_s2,80335537,Purpose: faster full‑stack web app deployment,subtopic,80335537_u2_t1,,2
80335537_u2_t2,80335537,Node.js overview,topic,80335537_u2,"Node.js is a runtime that lets you execute JavaScript outside the browser, on a server or your local machine. It is built on Chrome's V8 engine. Key traits: cross-platform, open source, large npm ecosystem. Example: you can write a web server or CLI tool entirely in JavaScript using Node.",2
80335537_u2_t2_s1,80335537,Runtime executing JS outside browser,subtopic,80335537_u2_t2,,1
80335537_u2_t2_s2,80335537,"Key features: cross‑platform, large package ecosystem, open source",subtopic,80335537_u2_t2,,2
80335537_u2_t3,80335537,Running JavaScript with Node,topic,80335537_u2,"You can run JS with Node in two ways: the REPL (interactive shell) for quick experiments, or the CLI to run saved .js files. Example: type node in the terminal to open REPL for testing; save code to app.js and run node app.js to execute it as a script.",3
80335537_u2_t3_s1,80335537,Node REPL (interactive read‑eval‑print loop),subtopic,80335537_u2_t3,,1
80335537_u2_t3_s2,80335537,Node CLI: run .js files (save file before running),subtopic,80335537_u2_t3,,2
80335537_u2_t4,80335537,Module system (CommonJS),topic,80335537_u2,"In Node's CommonJS system, every file is its own module with its own private scope. Variables defined in a file are not visible outside unless explicitly exported. You export using module.exports and import using require(). Example: exporting a function from utils.js and pulling it into app.js with require('./utils').",4
80335537_u2_t4_s1,80335537,Each file is a module; use module.exports to export,subtopic,80335537_u2_t4,,1
80335537_u2_t4_s2,80335537,Import local modules with require(relativePath),subtopic,80335537_u2_t4,,2
80335537_u5_t1_s3,80335537,this in arrow functions (lexical this),subtopic,80335537_u5_t1,,3
80335537_u5_t1_s4,80335537,this in constructor functions,subtopic,80335537_u5_t1,,4
80335537_u2_t5,80335537,CommonJS exports,topic,80335537_u2,"CommonJS offers two ways to export: module.exports for a single default export, and exports.name for named exports. Both are available in every Node file. Example: exports.greet = () => 'hi' adds a named export; module.exports = class User {} exports a single class as the entire module.",5
80335537_u2_t5_s1,80335537,Default export via module.exports,subtopic,80335537_u2_t5,,1
80335537_u2_t5_s2,80335537,Named exports via exports.name,subtopic,80335537_u2_t5,,2
80335537_u2_t5_s3,80335537,Importing patterns with require() and destructuring,subtopic,80335537_u2_t5,,3
80335537_u2_t6,80335537,ES6 (Modern) modules,topic,80335537_u2,"ES6 modules use import and export syntax instead of require/module.exports. They are the standard in modern JS and supported natively in browsers. Example: export default function greet(){} in one file and import greet from './greet.js' in another. In Node, use .mjs extension or set type: module in package.json.",6
80335537_u2_t6_s1,80335537,export / import syntax for default and named exports,subtopic,80335537_u2_t6,,1
80335537_u2_t6_s2,80335537,Default vs named semantics and import forms,subtopic,80335537_u2_t6,,2
80335537_u2_t6_s3,80335537,Note: .mjs extension (and runtime support caveats),subtopic,80335537_u2_t6,,3
80335537_u3,80335537,Node Packages,unit,,,3
80335537_u3_t1,80335537,Core modules,topic,80335537_u3,"Core modules are built into Node.js and need no installation — just require() them by name. They cover common needs: file system access, path manipulation, networking, URL parsing. Example: require('fs') gives you the full file system API with zero npm install required.",1
80335537_u3_t1_s1,80335537,"Built‑in modules (path, fs, url)",subtopic,80335537_u3_t1,,1
80335537_u3_t1_s2,80335537,Access core modules with require(),subtopic,80335537_u3_t1,,2
80335537_u3_t2,80335537,path module,topic,80335537_u3,"The path module provides utilities for working with file and directory paths in a cross-platform way. Paths use \ on Windows and / on Unix so hardcoding slashes breaks portability. path methods handle this automatically. Example: path.join('folder', 'file.txt') produces the right separator for the OS.",2
80335537_u3_t2_s1,80335537,Utilities for working with file and directory paths,subtopic,80335537_u3_t2,,1
80335537_u3_t2_s2,80335537,Example: path.join to build platform paths,subtopic,80335537_u3_t2,,2
80335537_u3_t3,80335537,Packages and NPM,topic,80335537_u3,"A package is a directory containing one or more modules bundled for reuse. NPM (Node Package Manager) is both an online registry of packages and a CLI tool to install, update, and publish them. Example: running npm install lodash downloads lodash from the registry into your project's node_modules folder.",3
80335537_u3_t3_s1,80335537,Package = directory grouping one or more modules,subtopic,80335537_u3_t3,,1
80335537_u3_t3_s2,80335537,NPM: registry and CLI for publish/discover/install,subtopic,80335537_u3_t3,,2
80335537_u3_t3_s3,80335537,"Common commands: npm init -y, npm install <pkg> --save",subtopic,80335537_u3_t3,,3
80335537_u3_t4,80335537,Creating a Node project,topic,80335537_u3,"Starting a Node project takes two steps: create a folder and initialize it with npm. The init command generates a package.json — the project manifest listing name, version, and dependencies. Example: mkdir my-app && cd my-app && npm init -y gets you ready to code in seconds.",4
80335537_u3_t4_s1,80335537,"Project workflow: mkdir, cd into folder",subtopic,80335537_u3_t4,,1
80335537_u3_t4_s2,80335537,Initialize with npm init -y to create package.json,subtopic,80335537_u3_t4,,2
80335537_u3_t5,80335537,Third‑party packages (example: date‑fns),topic,80335537_u3,"Third-party packages are installed from npm and extend Node with extra functionality. date-fns is a popular lightweight date utility library with functions like addDays, format, and parseISO. Example: instead of writing manual date arithmetic, call addDays(new Date(), 7) to get a date one week from today.",5
80335537_u3_t5_s1,80335537,Install via npm install date-fns --save,subtopic,80335537_u3_t5,,1
80335537_u3_t5_s2,80335537,"Example API: addDays(date, n) and date month index note",subtopic,80335537_u3_t5,,2
80335537_u4,80335537,More Modern JS Concepts | Part 2,unit,,,4
80335537_u4_t1,80335537,Ternary Operator,topic,80335537_u4,The ternary operator is a compact one-line if...else. Syntax: condition ? valueIfTrue : valueIfFalse. It evaluates the condition and returns one of two expressions. Example: const label = age >= 18 ? 'Adult' : 'Minor' — much shorter than a full if/else block for simple value assignments.,1
80335537_u4_t1_s1,80335537,Syntax: condition ? exprIfTrue : exprIfFalse,subtopic,80335537_u4_t1,,1
80335537_u4_t1_s2,80335537,Use as concise if...else replacement,subtopic,80335537_u4_t1,,2
80335537_u4_t2,80335537,Switch Statement,topic,80335537_u4,"A switch statement evaluates an expression and executes the matching case block. It is cleaner than long if/else if chains when checking one variable against many possible values. Example: switch(day) { case 'Monday': ...; break; } — matches day to a case and runs that block, stopping at break.",2
80335537_u4_t2_s1,80335537,switch syntax and case handling,subtopic,80335537_u4_t2,,1
80335537_u4_t2_s2,80335537,Fall-through when break is omitted,subtopic,80335537_u4_t2,,2
80335537_u4_t3,80335537,Arrow Functions,topic,80335537_u4,Arrow functions are a shorter syntax for writing functions using =>. They are especially clean for callbacks. Example: const double = n => n * 2 replaces function double(n){ return n*2; }. Arrow functions also handle the this keyword differently from regular functions — they inherit this from the surrounding scope.,3
80335537_u4_t3_s1,80335537,Concise syntax as alternative to function expressions,subtopic,80335537_u4_t3,,1
80335537_u4_t3_s2,80335537,Implicit return for simple expressions,subtopic,80335537_u4_t3,,2
80335537_u4_t3_s3,80335537,Single-parameter: omit parentheses,subtopic,80335537_u4_t3,,3
80335537_u4_t3_s4,80335537,No-parameter: empty parentheses required,subtopic,80335537_u4_t3,,4
80335537_u4_t3_s5,80335537,Returning object literals requires parentheses,subtopic,80335537_u4_t3,,5
80335537_u5,80335537,More Modern JS Concepts | Part 3,unit,,,5
80335537_u5_t1,80335537,this keyword,topic,80335537_u5,"this refers to the object executing the current code. Its value depends on how a function is called, not where it is defined — except for arrow functions, which inherit this from the surrounding scope. Example: in an object method, this refers to the object; in a standalone call, this is the global object.",1
80335537_u5_t1_s1,80335537,this in object methods,subtopic,80335537_u5_t1,,1
e3013ce3_u1,e3013ce3,C++  Basics  | Part - 1,unit,,,1
80335537_u5_t1_s5,80335537,arrow functions as callbacks (inherits surrounding this),subtopic,80335537_u5_t1,,5
80335537_u5_t2,80335537,Mutable vs Immutable values,topic,80335537_u5,"Primitive values (numbers, strings, booleans) are immutable — once created, their value can't be changed. Objects, arrays, and functions are mutable — their contents can be changed after creation. Example: pushing to an array changes the same array; adding 1 to a number creates a new number value.",2
80335537_u5_t2_s1,80335537,Primitive types are immutable (Number,subtopic,80335537_u5_t2,,1
80335537_u5_t2_s2,80335537,String,subtopic,80335537_u5_t2,,2
80335537_u5_t2_s3,80335537,Boolean,subtopic,80335537_u5_t2,,3
80335537_u5_t2_s4,80335537,Symbol,subtopic,80335537_u5_t2,,4
80335537_u5_t2_s5,80335537,undefined),subtopic,80335537_u5_t2,,5
80335537_u5_t2_s6,80335537,Objects,subtopic,80335537_u5_t2,,6
80335537_u5_t2_s7,80335537,Arrays,subtopic,80335537_u5_t2,,7
80335537_u5_t2_s8,80335537,Functions are mutable,subtopic,80335537_u5_t2,,8
80335537_u5_t2_s9,80335537,Assignment copies references for objects (shared mutation),subtopic,80335537_u5_t2,,9
80335537_u5_t2_s10,80335537,Examples demonstrating value vs reference behavior,subtopic,80335537_u5_t2,,10
80335537_u5_t3,80335537,Variable declarations,topic,80335537_u5,"JavaScript has three ways to declare variables: let, const, and var. let and const are block-scoped and the modern standard. var is older, function-scoped, and hoisted. Use const for values that won't be reassigned and let for those that will. Avoid var in modern code.",3
80335537_u5_t3_s1,80335537,let,subtopic,80335537_u5_t3,,1
80335537_u5_t3_s2,80335537,const,subtopic,80335537_u5_t3,,2
80335537_u5_t3_s3,80335537,var: let: optional initialization,subtopic,80335537_u5_t3,,3
80335537_u5_t3_s4,80335537,reassignable,subtopic,80335537_u5_t3,,4
80335537_u5_t3_s5,80335537,block-scoped,subtopic,80335537_u5_t3,,5
80335537_u5_t3_s6,80335537,const: must initialize,subtopic,80335537_u5_t3,,6
80335537_u5_t3_s7,80335537,cannot reassign binding,subtopic,80335537_u5_t3,,7
80335537_u5_t3_s8,80335537,object properties still mutable,subtopic,80335537_u5_t3,,8
80335537_u5_t3_s9,80335537,var: older function-scoped syntax and hoisting,subtopic,80335537_u5_t3,,9
80335537_u5_t3_s10,80335537,Mutating object properties declared with const,subtopic,80335537_u5_t3,,10
80335537_u6,80335537,Factory and Constructor Functions,unit,,,6
80335537_u6_t1,80335537,Factory Functions,topic,80335537_u6,A factory function is a plain function that builds and returns a new object each time it is called. No new keyword needed. Named in camelCase. Example: function createCar(make){ return { make }; } — call createCar('Toyota') and get {make:'Toyota'} back as a fresh independent object.,1
80335537_u6_t1_s1,80335537,Function that returns a new object per call,subtopic,80335537_u6_t1,,1
80335537_u6_t1_s2,80335537,camelCase naming convention,subtopic,80335537_u6_t1,,2
80335537_u6_t1_s3,80335537,Shorthand property and method syntax,subtopic,80335537_u6_t1,,3
80335537_u6_t2,80335537,Constructor Functions,topic,80335537_u6,"Constructor functions are regular functions designed to be called with new to create object instances. They use PascalCase naming. Inside, this refers to the new object being created. Example: function Person(name){ this.name = name; } — new Person('Alice') creates {name:'Alice'}.",2
80335537_u6_t2_s1,80335537,Use with new to create instances,subtopic,80335537_u6_t2,,1
80335537_u6_t2_s2,80335537,PascalCase naming convention,subtopic,80335537_u6_t2,,2
80335537_u6_t2_s3,80335537,new operator behavior: this binding and implicit return,subtopic,80335537_u6_t2,,3
80335537_u6_t3,80335537,Factory vs Constructor,topic,80335537_u6,"Both factory functions and constructor functions produce objects, but differ in naming and invocation. Factory: camelCase, no new, explicit return. Constructor: PascalCase, requires new, implicit return via this. Example: createUser('Alice') vs new User('Alice') can produce the same object structure through different mechanics.",3
80335537_u6_t3_s1,80335537,Naming and invocation differences (camelCase vs PascalCase),subtopic,80335537_u6_t3,,1
80335537_u6_t3_s2,80335537,Need for new and explicit vs implicit return,subtopic,80335537_u6_t3,,2
80335537_u6_t4,80335537,Function Properties & Methods,topic,80335537_u6,"Functions in JS are objects and have built-in properties and methods. name gives the function's name string; length gives the number of declared parameters. Methods like call(), apply(), and bind() control the this context. Example: function add(a,b){} — add.name is 'add', add.length is 2.",4
80335537_u6_t4_s1,80335537,"Default properties: name, length",subtopic,80335537_u6_t4,,1
80335537_u6_t4_s2,80335537,"Default methods: apply, call, bind, toString",subtopic,80335537_u6_t4,,2
80335537_u6_t4_s3,80335537,typeof returns 'function',subtopic,80335537_u6_t4,,3
80335537_u6_t5,80335537,Built-in Constructors & Date,topic,80335537_u6,"JavaScript has built-in constructors for common types like Date. new Date() creates a Date object for the current moment. You can also create dates from strings, timestamps, or individual components. Example: new Date(2024, 0, 15) creates January 15 2024 (months are 0-indexed in the Date constructor).",5
